x,y
12.19555693,10.81990804
11.75967291,9.735699258
12.79142781,10.52132341
14.29119712,12.02420286
15.35974637,13.12030189
15.80870329,13.13041582
16.5431108,13.18565696
17.55327246,13.48890642
17.55191146,13.13033397
16.06500641,11.898698
13.97513371,10.44261845
11.87364755,9.020030431
11.05886053,8.146502894
11.59712166,8.28569256
12.44976655,9.024268923
13.00762487,9.77232939
12.89832772,10.11250595
11.90633615,9.865676124
10.50720177,8.803734649
9.078531049,7.327590843
7.957723045,6.038207044
7.217815453,5.627874333
6.150543704,5.387092549
5.057473576,4.971654592
4.670944351,4.6839725
4.670554448,4.547467686
4.728793334,4.532898247
5.021593864,4.793191184
5.621432737,5.204831136
6.305494694,5.270732156
6.300244241,4.892144415
6.261867216,4.97829479
6.485801003,5.426057945
6.775034089,5.642558891
6.877570789,5.581639895
7.247847998,5.416547508
7.7677499,5.321187733
8.441203481,5.417906539
9.030402671,5.614489524
9.255423085,5.770766508
9.214984379,5.867746796
9.114998289,5.906440875
8.999026293,5.809641697
8.750087481,5.542813336
7.893748512,4.977413242
6.334359426,4.14826002
5.195833253,3.500577876
4.35941918,2.683307391
3.876262308,2.006015175
3.746094129,1.860264903
3.79393037,1.936734793
3.501272493,2.046512892
3.068798575,2.161689086
2.481214149,2.048594974
1.977638405,1.857448459
2.145452943,1.846644213
3.13341725,2.129792691
4.304851234,2.631581912
6.079416225,3.60233464
7.487960764,4.568623119
7.963930057,5.01938447
8.027940145,5.151390733
8.017673574,5.189718781
8.08471684,5.149725024
8.061505688,5.068640825
7.870070357,4.860781157
7.663683953,4.762702694
7.55496396,4.965026977
7.851297037,5.346656511
8.434746517,6.079343921
9.535025768,7.095688062
9.944667564,7.464117681
9.145302017,7.192311787
8.030874774,6.654643005
6.207465874,5.68539233
4.721473482,4.731276922
4.18153151,4.269059427
4.073515903,4.132910713
4.083654623,4.153633181
3.97572967,4.222383199
3.869809237,4.299185027
3.832585896,4.356766575
3.83272705,4.295959226
3.789646206,4.025487916
3.385431494,3.622345306
2.827615605,3.203667126
1.986912692,2.858114882
1.860200282,3.394217317
2.279425675,4.095411213
2.595902938,4.405597981
2.815700649,4.530975805
2.938029138,4.565773719
2.953181911,4.51483532
2.938320885,4.426676855
3.038648309,4.351928261
3.537229347,4.319381078
4.220458013,4.313377062
4.917924159,4.485069452
6.034536266,5.018527979
7.334433178,5.836397524
8.371503402,6.61185742
9.5777579,7.408794599
10.42568494,7.750515222
10.31742337,7.163249819
10.43708272,7.09973488
10.64581692,7.343471986
10.86915083,7.61289783
11.03607633,7.788735891
11.00765128,7.818619631
11.01320601,7.869150547
11.02645219,7.927873341
10.72684068,7.958377963
10.12235859,7.878454029
9.466095297,7.699585833
8.350395162,7.2667773
7.045076441,6.530321072
5.998537306,5.744492902
4.648020036,4.783468709
3.444009836,4.066831869
2.888781453,3.853903919
2.183482966,3.304833541
1.697490942,3.002405085
1.342525994,2.709599705
1.114062721,2.474692688
1.170531875,2.422131338
1.207314658,2.420465071
1.081332763,2.58732862
0.870560923,2.743869456
0.899952083,2.943783588
1.267015548,3.076422614
1.73137093,3.140347418
2.127986196,3.161717542
2.30859133,2.993857155
2.365629551,2.730543618
2.37534901,2.419063285
2.405564801,2.169949927
2.464424834,1.960915185
2.551829329,1.707488367
2.72644002,1.585007781
2.947985861,1.597204146
3.070383066,1.772758274
3.09012747,1.959138586
3.099707796,1.894606729
3.100478203,1.811892951
2.999689196,1.713753571
2.674614298,1.874129489
2.446311282,2.181736644
2.428868596,2.286359048
2.885731046,2.392797813
3.561544538,2.382844602
3.943713302,2.310653913
4.087141681,2.291822926
4.070113975,2.306237983
3.902230417,2.330762068
3.651381454,2.339251024
3.420700764,2.283489422
3.29920305,2.104045141
3.321151915,1.872175889
3.408367565,1.715045908
3.468760875,1.585474227
3.459188797,1.528326664
3.369783898,1.258935031
3.170222117,0.827060225
2.870634208,0.581776518
2.261973179,0.493210076
1.570848549,0.490787026
1.203583404,0.495727309
1.024538939,0.493215854
0.936560857,0.501336453
0.953079288,0.502086983
1.096713821,0.515586521
1.306123068,0.525374024
1.398186087,0.59325695
1.389558872,0.726577702
1.308647498,1.039811336
1.268463727,1.299302489
1.322145306,1.426974712
1.390749285,1.621168936
1.405333436,1.812533376
1.325018345,1.919473318
1.272499065,1.996535869
1.246976691,2.110135236
1.244720526,2.273634141
1.238411414,2.483009596
1.261054976,2.537421144
1.409574219,2.749867546
1.412300284,3.053923481
1.20507335,3.313929595
1.051345579,3.405307284
1.101224586,3.324509794
1.354529496,2.998893582
1.550481162,2.709139912
1.589312559,2.505452929
1.51409921,2.226430072
1.461209756,1.986218472
1.468551562,1.869923078
1.502827148,1.797223907
1.604345758,1.742751526
1.698391612,1.699068256
1.774770681,1.53571734
1.829132122,1.496008238
1.755915824,1.259915384
1.686460698,0.9159357
1.668523156,0.667455351
1.645928388,0.553600505
1.505735456,0.535537513
1.254703181,0.554828981
1.069201259,0.54267086
0.960490323,0.546096853
0.939256285,0.569007937
0.942511287,0.594721732
0.970258994,0.599183411
0.955715992,0.558700858
0.839253509,0.479665377
0.769828438,0.405548912
0.831126654,0.538446351
0.873422988,0.696620966
0.816725321,0.769155803
0.738329899,0.79297232
0.708192713,0.790663351
0.710165706,0.774841916
0.713145671,0.78144145
0.744371675,0.808363835
0.913085294,0.858414267
1.208584129,0.94975837
1.343913546,1.026552815
1.349419148,1.069084213
1.314825601,1.140499382
1.27539307,1.238470779
1.312944693,1.263568715
1.444216485,1.289400295
1.523038294,1.264680512
1.633540976,1.286063192
1.780418223,1.440744698
1.849192957,1.488330267
1.869854503,1.484754434
1.894171254,1.566182203
1.899957616,1.699232119
1.85246582,1.834805626
1.722206366,1.879423603
1.531952128,1.811622575
1.562228167,1.927092035
1.863971698,2.229916211
2.4813737,2.638383273
3.337324907,3.195344711
4.656763024,3.837677403
5.780413056,4.197812227
6.105863225,4.181539663
6.02162584,3.997850285
5.915615001,3.766879037
5.920723614,3.691781999
5.936465195,3.705027289
5.913716002,3.703102814
5.911371734,3.656197727
5.95096991,3.591227553
5.888893626,3.609779551
5.812714329,3.634177707
5.976954192,3.475872383
6.420370191,3.236066917
6.43775882,2.859702914
5.784312446,2.264030798
4.438342154,1.59831532
3.116626641,1.216541803
2.6001318,1.145722003
2.556755632,1.201802678
2.585937586,1.231243618
2.610425091,1.335383
2.588501269,1.493583439
2.585558724,1.697254716
2.636922096,1.75332908
2.753933778,1.694886777
2.933396219,1.783022362
3.084974235,2.058570421
2.900361384,2.214277105
2.193649582,2.105489645
1.587675941,2.009401155
1.409903831,2.032034565
1.379384786,2.117652892
1.382124012,2.213247369
1.457166136,2.435846501
1.496747383,2.58116176
1.431723974,2.670661049
1.324565187,2.58836763
1.374338226,2.428654422
1.477165106,2.167573161
1.469872685,2.024571553
1.318582879,1.984557477
1.128051386,1.854371288
0.953484169,1.68305334
0.881498104,1.593884431
0.852475966,1.660304511
0.888268736,1.929790476
1.347857609,2.401073071
2.429118902,2.945509464
3.41274076,3.601796356
3.772074829,3.912708586
3.916243866,3.87174391
4.177099921,3.786120638
4.346689623,3.778812869
4.377583097,3.759223172
4.320737085,3.726914856
4.281569019,3.68949834
4.271314642,3.76159819
4.299705758,3.981615358
4.333194988,4.551903706
4.31398066,5.246939364
4.40031205,5.875374845
4.615428157,6.400946058
4.664224808,6.79741621
4.113688352,7.013515289
3.316498756,6.684882066
2.85576132,6.201867369
2.642437746,6.029031359
2.468272682,6.021293852
2.339648071,6.042525087
2.292972964,6.087743202
2.336878776,6.109732048
2.464147827,6.138558931
2.697204026,6.149441545
2.92728201,6.09838959
3.204617373,5.782165812
3.340024022,5.477457013
3.287413447,5.416790811
3.192292782,5.32331328
2.999075203,4.912880235
2.668979995,4.349425636
2.568887757,4.043350638
2.598001776,4.056402856
2.540428646,4.154410114
2.431470464,4.240002028
2.580066541,4.468408549
2.865967351,4.832282408
2.952157943,5.028576506
2.835676844,5.058777772
2.73969065,5.286488365
2.78734287,5.800762039
2.571825142,6.297446614
2.529264223,6.344785648
2.834039939,5.782636915
2.944154978,5.147159848
2.72003862,4.938988558
2.628765935,5.077728379
2.810582775,5.553424694
3.65201168,6.570586894
5.170945656,7.68375645
6.910757083,8.504448876
8.103138452,8.857109191
8.045984954,8.747798381
7.973099067,8.6488724
8.269323178,8.636626772
8.521600666,8.368397973
8.549586239,7.680967804
8.827182701,6.945575284
10.29656037,7.166360221
11.58687709,8.303583396
11.78331832,9.146103259
11.86503796,10.13353418
12.16087569,11.20698429
12.2439128,11.24017332
11.52637294,10.20652288
10.0624867,9.107128993
8.633838156,8.553485822
7.589429822,8.168786837
7.544692032,7.987489425
7.533998394,7.898486099
7.932795666,8.257231407
9.507066508,9.783620258
10.92023071,11.48440634
11.59359431,12.35411345
10.51728007,12.0136043
8.913347591,10.84070911
8.427034175,9.961760575
8.30455074,8.710810936
7.953377125,7.248534299
7.678598321,6.686719712
7.964893277,7.153934111
8.772849646,8.420563908
9.559094263,10.00862344
9.813827344,10.79448146
9.674784741,10.82370037
9.586416614,10.7855962
8.96551686,10.42649132
7.359930118,8.992677541
6.127906161,7.507540757
5.473740984,6.77541739
5.35912517,6.655583788
5.573309905,6.860090944
5.598640541,6.848481327
5.825979137,6.998592991
6.413719512,7.423462528
7.18787084,7.87904152
7.585635935,7.848296019
7.257196188,6.761683919
6.384904559,4.857644055
5.907365826,3.854514484
6.088977446,3.847071505
7.042485573,4.509652393
8.083666419,5.570643156
8.779141949,6.590653192
8.924630893,7.303657428
8.716363694,7.46501964
8.357578571,7.294335957
8.119099825,7.109278275
8.151084637,7.156228445
8.095536456,7.013667138
7.800369407,6.587034261
7.155076336,6.025491843
6.376844038,5.487762805
5.837915665,5.230158745
5.773250122,5.384394202
6.136697398,5.707378704
6.489747182,6.188551296
6.264698272,6.964723444
6.200545937,7.931814138
6.266642336,8.94220449
6.818923635,10.24258447
7.648091842,11.9137329
8.085734936,13.2218854
8.355148142,13.78845931
9.054567802,14.12495447
10.00022347,14.70329861
10.55015607,15.50594481
10.6577304,16.13074996
10.95268974,16.53458011
11.35699198,16.68587095
11.20368464,16.49373932
10.80544181,16.22192989
10.42270954,15.65518743
9.837773012,14.24703575
8.774632186,12.35586474
7.671254199,10.45664606
6.548195635,8.461564921
5.732199797,6.650215424
5.466308073,5.545233827
5.249179104,5.126362036
4.533059443,4.738426231
3.403549054,4.168002588
2.53039714,3.634431455
2.243957102,3.425408905
1.924680622,3.2474006
1.586318111,3.132905487
1.738535971,3.171441698
1.796217776,3.224126756
1.692627355,3.488616539
1.681724026,3.756999969
1.773634909,3.920575055
1.885737978,3.850333426
1.866751635,3.595993991
1.70425532,3.269235654
1.546156811,2.938555001
1.592022513,2.793043173
1.668722288,2.927271431
1.63629029,2.993716311
1.667210862,2.914127478
1.873619498,3.10982509
2.309106036,3.821678483
2.611623791,4.318611944
2.50852943,4.336822843
2.452199213,4.311545712
2.431069348,4.759715818
2.376004142,6.177857749
2.411245587,7.276443258
2.398396156,7.812528873
2.386545595,8.084567841
2.546316481,8.156898166
2.802426338,8.151741284
3.196955254,8.210104526
3.389294179,8.271294797
3.535073903,8.258228675
3.736760112,8.090915715
3.703450298,7.473833499
3.307000131,6.527430106
2.936397605,5.941316926
2.888949859,5.883183757
2.833854065,5.841006335
2.735708633,5.126744682
2.702651531,3.479295077
2.572288119,2.08843739
2.516392879,1.350640344
2.675792061,1.048067054
2.700300785,1.021889692
2.571661964,1.102402562
2.156350788,1.105988193
1.928354798,1.129534112
1.803886482,1.267529414
1.548009012,1.455728905
1.416800016,1.651975444
1.571504638,1.753071293
1.951199667,1.949596365
2.440249118,2.361072566
3.106708431,3.000667755
3.883902795,4.076543285
4.488839137,5.501289413
5.031167598,6.452168758
5.844141531,6.869280903
6.695077981,7.19990085
7.047089804,7.583439273
7.030747814,7.937166463
6.973321332,8.134259328
6.92564117,8.086821113
7.073949985,8.016966035
7.566865643,8.451634332
8.286110058,9.461842759
8.796374525,10.68206219
8.635287888,11.24996592
8.141391637,10.9973795
7.598497691,10.34434893
7.053509849,9.425718913
6.787157768,8.363975719
6.621348517,7.800569131
6.142994012,7.65409233
5.598665546,7.546525644
5.439968999,7.371970476
5.482094651,7.18978202
5.481115233,6.973838844
5.456483056,6.802041983
5.267197714,6.645949016
4.828054674,6.03974045
4.392255173,4.833051923
4.216379885,3.529586923
4.453850584,2.856977669
4.64973995,2.759502582
4.516200146,2.762518338
4.263493362,2.618934815
3.930632712,2.220782567
3.640753676,1.770032686
3.392185746,1.48465453
3.130915938,1.254537714
3.030602461,1.079093203
3.043574567,1.032266336
3.090555891,1.159172236
3.203987614,1.203051285
3.54705054,1.163446838
4.382896792,1.159578316
4.910952388,1.29355057
4.79615571,1.346865012
4.527260507,1.285928207
4.394324435,1.278210763
4.536281984,1.331260488
4.711900558,1.352859722
4.75127804,1.361162572
4.716688259,1.413173573
4.67087828,1.457097047
4.57277225,1.489905838
4.538531009,1.50882731
4.564761973,1.37602742
4.519081211,1.14094028
4.405550798,1.093598117
4.125186087,1.242235697
3.36671382,1.392667751
2.549653403,1.367849353
2.098978417,1.323102776
1.895242219,1.302024436
1.803548094,1.233274846
1.676390874,1.181849045
1.54809783,1.187224989
1.506503375,1.318995148
1.461280315,1.466821485
1.360701902,1.528724998
1.207591262,1.522126058
0.91523428,1.444084223
0.658247923,1.444233931
0.631523937,1.519649849
0.629849061,1.560190857
0.629083514,1.529807524
0.683456567,1.531683577
0.821839385,1.594265143
0.968842818,1.642669801
1.006966371,1.64994059
1.008135423,1.641576831
1.011924407,1.614914366
0.994616687,1.530470011
0.981272511,1.35336771
0.997489594,1.170698451
1.023224448,1.113816257
1.017262891,1.160373184
1.014522204,1.250443888
1.001882792,1.262327801
0.984674448,1.235459635
1.000934048,1.222245219
0.963558329,1.109926118
0.78264478,0.886984338
0.614750629,0.765690121
0.54735397,0.759861344
0.670899481,0.784246794
0.942900368,0.809229741
1.28198464,0.829272591
1.613537466,0.860728776
1.901577132,0.918778999
2.087342752,0.989854264
2.147582422,1.001554009
2.17439961,0.939917316
2.174545675,0.836679518
2.166347709,0.743886742
2.14944404,0.686201441
2.11914846,0.669069894
2.127145593,0.766820818
2.204298874,0.938425151
2.226654681,0.971256707
2.167356494,0.924101653
2.026381307,0.891286816
1.840048882,0.871145443
1.690820592,0.886096279
1.503810284,0.954123526
1.319780933,0.992899853
1.246406838,0.941686976
1.276025349,0.914969516
1.321626712,0.920050426
1.344107942,0.966778879
1.412192361,1.012187148
1.510553196,1.074648351
1.663084152,1.085149543
1.821348069,0.982276667
1.951102918,0.817409251
2.145717678,0.798935659
2.302630485,0.928902416
2.372291825,1.115594034
2.359077472,1.309178305
2.177798528,1.340022272
2.025994746,1.237871622
1.894830499,1.139905319
1.74490626,1.152621818
1.678863354,1.209036046
1.763611457,1.433744113
1.846644992,1.634872353
1.824997885,1.737013079
1.806241535,1.80082167
1.771402633,1.813340885
1.705454468,1.82661656
1.519334304,1.833593448
1.270515656,1.802935657
1.116278652,1.703588719
1.059405167,1.518859483
0.979411741,1.319347912
0.930475413,1.247654372
0.92725008,1.246058717
1.245662136,1.509937014
2.070373066,2.192290113
2.950436215,3.086848155
3.524122571,3.716754691
3.773100634,4.078634035
3.792961347,4.145011052
3.717331536,4.026851829
3.599540459,4.040136795
3.477882679,4.116003546
3.493480372,4.21261319
3.602122055,4.295663722
3.755992588,4.331585271
3.853129756,4.33456369
3.920050677,4.343428475
4.044741966,4.405475608
4.16004748,4.437943593
3.927262996,4.186750036
3.149740773,3.459741733
2.231010274,2.479094629
1.58978686,1.621069039
1.470923302,1.090683096
1.636353712,0.999102747
1.875965738,1.106778985
2.174947522,1.174661058
2.334927899,1.124227425
2.378572262,1.072167103
2.408942757,1.063096453
2.339272893,1.096470098
2.272718247,1.121467203
2.271023193,1.225069484
2.38871198,1.564762013
2.519960445,2.019164032
2.596773743,2.507213542
2.586224098,2.91490856
2.654353706,2.992095514
2.947728496,3.070441774
3.289168006,3.266795172
3.819434021,3.564572814
4.199750451,3.72067824
4.098579362,3.675783375
4.223202809,3.877539461
4.39617826,4.097314847
4.392388595,4.242275632
4.384975511,4.32246211
4.40985653,4.411252628
4.435632409,4.383792761
4.264680772,4.045039343
4.037285677,3.625285396
